"(9, 9)","(19, 19)","(29, 29)","(39, 39)"
1.0,0.0015460390761667352,5.5398881847460716e-05,4.9396278812511015e-05
0.0015460390761667352,1.0,0.06189191655671147,0.12295059250412772
5.5398881847460716e-05,0.06189191655671147,1.0,0.48182625638807
4.9396278812511015e-05,0.12295059250412772,0.48182625638807,1.0
